เลขทะเบียน,ชื่อบริษัทภาษาไทย,ชื่อบริษัทภาษาอังกฤษ,ประกอบธุรกิจ,หมวดธุรกิจ,ที่ตั้ง,สถานะ,วันที่จดทะเบียน,วันที่จดทะเบียน(ชื่อเดือน),ทุนจดทะเบียน,ก่อตั้งโดย,ข้อมูลสำหรับติดต่อ,ข้อมูลสำหรับการติดต่อ,เบอร์โทร,Website,หลักทรัพย์,ที่มา,สมัครงาน / ดูตำแหน่งงานว่าง,วันที่ร้าง,วันที่เลิก,เสร็จชำระบัญชี,เว็บไซต์,พิพากษาล้มละลาย,ศาลสั่งพิทักษ์ทรัพย์,ทะเบียน,จดทะเบียน,ธุรกิจ
'0105531094107,บริษัท เปเปอร์บ๊อกซ์ (ประเทศไทย) จำกัด,PAPER BOX (THAILAND) COMPANY LIMITED,ผลิตกล่องกระดาษและรับจ้างพิมพ์สิ่งพิมพ์,การผลิตกระดาษลอนลูกฟูกและกระดาษแข็งลอนลูกฟูกและ การผลิตกล่องจากกระดาษและกระดาษแข็ง,41/261 ถนนนวลจันทร์ แขวงนวลจันทร์ เขตบึงกุ่ม กรุงเทพมหานคร 10230,ยังดำเนินกิจการอยู่,,,35000000,,,False,,,,https://www.dataforthai.com/company/0105531094107/,,,,,,,,,29 พฤศจิกายน 2531,
'0735546001074,บริษัท โปร ไฮ แพค แอนด์ พริ้นท์ จำกัด,PRO HIGH PACK & PRINT COMPANY LIMITED,ผลิตและจำหน่ายกล่องกระดาษ,การผลิตกระดาษลอนลูกฟูกและกระดาษแข็งลอนลูกฟูกและ การผลิตกล่องจากกระดาษและกระดาษแข็ง,30/188 นิคมอุตสาหกรรมสินสาคร หมู่ที่ 1 ตำบลโคกขาม อำเภอเมืองสมุทรสาคร จ.สมุทรสาคร 74000,ยังดำเนินกิจการอยู่,,,35000000,,,False,,,,https://www.dataforthai.com/company/0735546001074/,,,,,,,,,22 เมษายน 2546,
'0205548015590,บริษัท โปร-แคร์ แพ็คเกจจิ้ง จำกัด,PRO-CARE PACKAGING COMPANY LIMITED,ประกอบกิจการผลิต แปรรูป จำหน่าย ผลิตภัณฑ์บรรจุภัณฑ์ พลาสติกทุกชนิด,การผลิตผลิตภัณฑ์พลาสติกสำเร็จรูป,427/6 หมู่ที่ 8 ตำบลบางพระ อำเภอศรีราชา จ.ชลบุรี 20110,ยังดำเนินกิจการอยู่,,,40000000,,,False,,,,https://www.dataforthai.com/company/0205548015590/,,,,,,,,,9 มิถุนายน 2548,
'0105545046665,บริษัท พริ้นติ้ง โซลูชั่น จำกัด,PRINTING SOLUTION COMPANY LIMITED,ผลิตบรรจุภัณฑ์กล่องกระดาษและพลาสติก,การผลิตกระดาษลอนลูกฟูกและกระดาษแข็งลอนลูกฟูกและ การผลิตกล่องจากกระดาษและกระดาษแข็ง,609/9 ถนนสาธุประดิษฐ์ แขวงช่องนนทรี เขตยานนาวา กรุงเทพมหานคร 10120,ยังดำเนินกิจการอยู่,,,72000000,,,False,,,,https://www.dataforthai.com/company/0105545046665/,,,,,,,,,30 เมษายน 2545,
'0135531000544,บริษัท พี.ที.บรรจุภัณฑ์ จำกัด,P. T. PACKAGING COMPANY LIMITED,ผลิต และจำหน่ายกระดาษลูกฟูก กล่องกระดาษ,การผลิตกระดาษลอนลูกฟูกและกระดาษแข็งลอนลูกฟูกและ การผลิตกล่องจากกระดาษและกระดาษแข็ง,30/2 หมู่ที่1 ถนนติวานนท์ ตำบลบ้านใหม่ อำเภอเมืองปทุมธานี จ.ปทุมธานี 12000,ยังดำเนินกิจการอยู่,,,60000000,,,False,,,,https://www.dataforthai.com/company/0135531000544/,,,,,,,,,7 กรกฎาคม 2531,
'0105535100110,บริษัท เพอร์แพ็ค โพรเคียวเมนต์ จำกัด,"PERPAX PROCUREMENT CO., LTD.",จำหน่ายบรรจุภัณฑ์,การผลิตกระดาษลอนลูกฟูกและกระดาษแข็งลอนลูกฟูกและ การผลิตกล่องจากกระดาษและกระดาษแข็ง,229/17 ซอยทวีวัฒนา ถนนสาธุประดิษฐ์ แขวงช่องนนทรี เขตยานนาวา กรุงเทพมหานคร 10120,ยังดำเนินกิจการอยู่,,,32000000,,,False,,,,https://www.dataforthai.com/company/0105535100110/,,,,,,,,,8 กรกฎาคม 2535,
'0105531060831,บริษัท ไพรแมกซ์ เจเนอรัล จำกัด,,ผลิตกล่องกระดาษลูกฟูก,การผลิตกระดาษลอนลูกฟูกและกระดาษแข็งลอนลูกฟูกและ การผลิตกล่องจากกระดาษและกระดาษแข็ง,9/9 หมู่ที่ 5 ถนนพหลโยธิน ตำบลคลองหนึ่ง อำเภอคลองหลวง จ.ปทุมธานี ,ยังดำเนินกิจการอยู่,,,45000000,,,False,,,,https://www.dataforthai.com/company/0105531060831/,,,,,,,,,10 สิงหาคม 2531,
'0105552062786,บริษัท เฟล็กโซพริ้นท์ (ไทยแลนด์) จำกัด,FLEXOPRINT (THAILAND) COMPANY LIMITED,การผลิตกระดาษลอนลูกฟูกและกระดาษแข็งลอนลูกฟูก,การผลิตกระดาษลอนลูกฟูกและกระดาษแข็งลอนลูกฟูกและ การผลิตกล่องจากกระดาษและกระดาษแข็ง,30/52 นิคมอุตสาหกรรมสินสาคร หมู่ที่ 1 ถนนเจษฎาวิถี ตำบลโคกขาม อำเภอเมืองสมุทรสาคร จ.สมุทรสาคร 74000,ยังดำเนินกิจการอยู่,,,30000000,,,False,,,,https://www.dataforthai.com/company/0105552062786/,,,,,,,,,26 มิถุนายน 2552,
'0105554155986,บริษัท มั่นคงเอ็นจิเนียริ่ง แอนด์ เดเวลอปเม้นท์ จำกัด,"MUNKONG ENGINEERING AND DEVELOPMENT CO.,LTD.",ผลิตและจำหน่ายภาชนะบรรจุภัณฑ์,การผลิตกระดาษลอนลูกฟูกและกระดาษแข็งลอนลูกฟูกและ การผลิตกล่องจากกระดาษและกระดาษแข็ง,8 หมู่ที่ 9 ตำบลหนองอิรุณ อำเภอบ้านบึง จ.ชลบุรี 20220,ยังดำเนินกิจการอยู่,,,40000000,,,False,,,,https://www.dataforthai.com/company/0105554155986/,,,,,,,,,22 ธันวาคม 2554,
'0145545000843,บริษัท มาเจนด์ แมคซิส จำกัด,MAJEND MAKCS COMPANY LIMITED,โรงงานผลิตบรรจุภัณฑ์รวมถึงการออกแบบการพิมพ์ การผลิต และการดำเนินการ,การผลิตกระดาษลอนลูกฟูกและกระดาษแข็งลอนลูกฟูกและ การผลิตกล่องจากกระดาษและกระดาษแข็ง,111/77-78 หมู่ที่ 2 ถนนพหลโยธิน กม.56 ตำบลลำไทร อำเภอวังน้อย จ.พระนครศรีอยุธยา 13170,ยังดำเนินกิจการอยู่,,,1045500800,,,False,,,,https://www.dataforthai.com/company/0145545000843/,,,,,,,,,1 สิงหาคม 2545,
'0205562046651,บริษัท เมด๋า เทคโนโลยี แพคเกจจิ้ง(ประเทศไทย) จำกัด,"MEIDA TECHNOLOGY PACKAGING(THAILAND) CO., LTD.",,การผลิตกระดาษลอนลูกฟูกและกระดาษแข็งลอนลูกฟูกและ การผลิตกล่องจากกระดาษและกระดาษแข็ง,888 หมู่ที่ 6 ตำบลหนองใหญ่ อำเภอหนองใหญ่ จ.ชลบุรี 20190,ยังดำเนินกิจการอยู่,,,420000000,,,False,,,,https://www.dataforthai.com/company/0205562046651/,,,,,,,,,24 ธันวาคม 2562,
'0105532073031,บริษัท แม แม อินดัสเตรียล จำกัด,MAE MAE INDUSTRIAL COMPANY LIMITED,ผลิตและจำหน่ายกล่องกระดาษและสติ๊กเกอร์,การผลิตกระดาษลอนลูกฟูกและกระดาษแข็งลอนลูกฟูกและ การผลิตกล่องจากกระดาษและกระดาษแข็ง,630 หมู่ที่ 4 ถนนสุขุมวิท ตำบลแพรกษา อำเภอเมืองสมุทรปราการ จ.สมุทรปราการ 10280,ยังดำเนินกิจการอยู่,,,365000000,,,False,,,,https://www.dataforthai.com/company/0105532073031/,,,,,,,,,8 สิงหาคม 2532,
'0105553041791,บริษัท ยูทากะ แมททีเรียล จำกัด,"YUTAKA MATERIAL CO.,LTD.",ผลิตและจำหน่ายบรรจุภัณฑ์ทุกชนิดทุกประเภทรวมทั้งถุงกระดาษ ถุงพลาสติกถุงผ้า บรรณจุภัณฑ์อื่น,การผลิตกระดาษลอนลูกฟูกและกระดาษแข็งลอนลูกฟูกและ การผลิตกล่องจากกระดาษและกระดาษแข็ง,41 ถนนบางบอน 3 ซอย 9 แขวงหนองแขม เขตหนองแขม กรุงเทพมหานคร 10160,ยังดำเนินกิจการอยู่,,,65000000,,,False,,,,https://www.dataforthai.com/company/0105553041791/,,,,,,,,,24 มีนาคม 2553,
'0105520009090,บริษัท ยูไทย คาร์ตอนส์ จำกัด,"UTHAI CATON CO., LTD.",ประกอบกิจการผลิตและจำหน่ายผลิตภัณฑ์กระดาษลูกฟูก,การผลิตกระดาษลอนลูกฟูกและกระดาษแข็งลอนลูกฟูกและ การผลิตกล่องจากกระดาษและกระดาษแข็ง,159 ถนนบางกระดี่ แขวงแสมดำ เขตบางขุนเทียน กรุงเทพมหานคร 10150,ยังดำเนินกิจการอยู่,,,50000000,,,False,,,,https://www.dataforthai.com/company/0105520009090/,,,,,,,,,11 กรกฎาคม 2520,
'0115563018384,บริษัท ยูนิค เปเปอร์ แพคเกจจิ้ง จำกัด,"UNIQUE PAPER PACKAGING CO., LTD.",ผลิตกระดาษลอนลูกฟูกและกระดาษแข็งลอนลูกฟูก,การผลิตกระดาษลอนลูกฟูกและกระดาษแข็งลอนลูกฟูกและ การผลิตกล่องจากกระดาษและกระดาษแข็ง,"127/1-2, 123/13-15 หมู่ที่ 2 ซอย คิงคอง ถนนเทพารักษ์ ตำบลบางเสาธง อำเภอบางเสาธง จ.สมุทรปราการ 10570",ยังดำเนินกิจการอยู่,,,138000000,,,False,,,,https://www.dataforthai.com/company/0115563018384/,,,,,,,,,28 สิงหาคม 2563,
'0105546141998,บริษัท ยูนีค อินดัสเตรียล แพ็ค จำกัด,UNIQUE INDUSTIAL PACK COMPANY LIMITED,ผลิตกล่องกระดาษ และ ถุงกระดาษ,การผลิตกระดาษลอนลูกฟูกและกระดาษแข็งลอนลูกฟูกและ การผลิตกล่องจากกระดาษและกระดาษแข็ง,222/9 หมู่ที่ 3 ตำบลบางเสาธง อำเภอบางเสาธง จ.สมุทรปราการ 10570,ยังดำเนินกิจการอยู่,,,150000000,,,False,,,,https://www.dataforthai.com/company/0105546141998/,,,,,,,,,24 พฤศจิกายน 2546,
'0105533081401,บริษัท ยูเนียนคาร์ตอน อินดัสทรีย์ จำกัด,UNION CARTON INDUSTRIES COMPANY LIMITED,ประกอบกิจการผลิตและจำหน่ายผลิตภัณฑ์กระดาษลูกฟูก,การผลิตกระดาษลอนลูกฟูกและกระดาษแข็งลอนลูกฟูกและ การผลิตกล่องจากกระดาษและกระดาษแข็ง,86 หมู่ที่ 5 ตำบลบางสมัคร อำเภอบางปะกง จ.ฉะเชิงเทรา 24180,ยังดำเนินกิจการอยู่,,,150000000,,,False,,,,https://www.dataforthai.com/company/0105533081401/,,,,,,,,,12 กรกฎาคม 2533,
'0105543010906,บริษัท ยูไนเต็ด ครีเอชั่น แพ็คเกจจิ้ง โซลูชั่น (ประเทศไทย) จำกัด,UNITED CREATION PACKAGING SOLUTIONS (THAILAND) COMPANY LIMITED,ผลิตกล่องกระดาษลูกฟูก,การผลิตกระดาษลอนลูกฟูกและกระดาษแข็งลอนลูกฟูกและ การผลิตกล่องจากกระดาษและกระดาษแข็ง,189 ถนนบ้านไร่-หนองกาน้ำ หมู่ที่ 3 ตำบลบ้านบึง อำเภอบ้านบึง จ.ชลบุรี 20170,ยังดำเนินกิจการอยู่,,,200000000,,,False,,,,https://www.dataforthai.com/company/0105543010906/,,,,,,,,,31 มกราคม 2543,
'0105534085338,บริษัท ยูไนเต็ด คอนเทนเนอร์ จำกัด,"UNITED CONTAINER CO., LTD",ประกอบกิจการโรงงาน ผลิตกล่องกระดาษบรรจุสินค้าทุกชนิด,การผลิตกระดาษลอนลูกฟูกและกระดาษแข็งลอนลูกฟูกและ การผลิตกล่องจากกระดาษและกระดาษแข็ง,100/1 หมู่ที่ 1 ถนนปทุม-สามโคก ตำบลสามโคก อำเภอสามโคก จ.ปทุมธานี 12160,ยังดำเนินกิจการอยู่,,,108000000,,,False,,,,https://www.dataforthai.com/company/0105534085338/,,,,,,,,,9 กันยายน 2534,
'0105532104157,บริษัท เรนโบว์ ปริ้นติ้ง จำกัด,RANBOW PRINTING COMPANY LIMITED,ผลิตและจำหน่ายกล่องกระดาษ,การผลิตกระดาษลอนลูกฟูกและกระดาษแข็งลอนลูกฟูกและ การผลิตกล่องจากกระดาษและกระดาษแข็ง,18/2 นวมินทร์ 111 แยก 4 แขวงนวมินทร์ เขตบึงกุ่ม กรุงเทพมหานคร 10240,ยังดำเนินกิจการอยู่,,,90000000,,,False,,,,https://www.dataforthai.com/company/0105532104157/,,,,,,,,,31 ตุลาคม 2532,
'0705537000087,บริษัท โรงพิมพ์นิยมกิจ (1994) จำกัด,"NIYOMKIT PRESS (1994) CO., LTD.",ผลิตและจำหน่ายกล่องบรรจุภัณฑ์ และให้บริการงานพิมพ์ทั่วไป,การผลิตกระดาษลอนลูกฟูกและกระดาษแข็งลอนลูกฟูกและ การผลิตกล่องจากกระดาษและกระดาษแข็ง,199 หมู่ที่ 8 ตำบลดอนกรวย อำเภอดำเนินสะดวก จ.ราชบุรี 70130,ยังดำเนินกิจการอยู่,,,60000000,,,False,,,,https://www.dataforthai.com/company/0705537000087/,,,,,,,,,3 กุมภาพันธ์ 2537,
'0105532064571,บริษัท ลิคิโทมิ (ประเทศไทย) จำกัด,,ผลิตกล่องกระดาษลูกฟูกผลิตแผ่นกระดาษลูกฟูก,การผลิตกระดาษลอนลูกฟูกและกระดาษแข็งลอนลูกฟูกและ การผลิตกล่องจากกระดาษและกระดาษแข็ง,82 หมู่ที่ 1 ตำบลหอมศีล อำเภอบางปะกง จ.ฉะเชิงเทรา 24180,ยังดำเนินกิจการอยู่,,,150000000,,,False,,,,https://www.dataforthai.com/company/0105532064571/,,,,,,,,,13 กรกฎาคม 2532,
'0105537106531,บริษัท ลี้ไฟเบอร์บอร์ด จำกัด,"LEE FIBRE BOARD CO.,LTD.",ผลิตบรรจุภัณฑ์ประเภทกระดาษ,การผลิตกระดาษลอนลูกฟูกและกระดาษแข็งลอนลูกฟูกและ การผลิตกล่องจากกระดาษและกระดาษแข็ง,22/3 หมู่ที่ 4 ตำบลนาดี อำเภอเมืองสมุทรสาคร จ.สมุทรสาคร 74000,ยังดำเนินกิจการอยู่,,,400000000,,,False,,,,https://www.dataforthai.com/company/0105537106531/,,,,,,,,,8 กันยายน 2537,
'0105542001181,บริษัท โลตัส แพค จำกัด,LOTUS PACK COMPANY LIMITED,ประกอบธุรกิจผลิตภาชนะและบรจุภัณฑ์ที่ใช้บรรจุอาหารที่ทำจากกระดาษ,การผลิตกระดาษลอนลูกฟูกและกระดาษแข็งลอนลูกฟูกและ การผลิตกล่องจากกระดาษและกระดาษแข็ง,595/9-595/10 หมู่ที่ 17 ซอยบางพลีพัฒนา ถนนเทพารักษ์ ตำบลบางเสาธง อำเภอบางเสาธง จ.สมุทรปราการ 10570,ยังดำเนินกิจการอยู่,,,50000000,,,False,,,,https://www.dataforthai.com/company/0105542001181/,,,,,,,,,6 มกราคม 2542,
'0105554063089,บริษัท วี อาร์ โปร จำกัด,V R PRO COMPANY LIMITED,การผลิตกล่องจากกระดาษลอนลูกฟูกและกระดาษแข็ง,การผลิตกระดาษลอนลูกฟูกและกระดาษแข็งลอนลูกฟูกและ การผลิตกล่องจากกระดาษและกระดาษแข็ง,48 หมู่ที่ 6 ตำบลหนองรี อำเภอเมืองชลบุรี จ.ชลบุรี 20000,ยังดำเนินกิจการอยู่,,,30000000,,,False,,,,https://www.dataforthai.com/company/0105554063089/,,,,,,,,,11 พฤษภาคม 2554,
'0105530018873,บริษัท วี แอนด์ เอส เปเปอร์บ๊อกซ์ จำกัด,"V & S PAPER BOXES CO., LTD.",ผลิต ขายบรรจุภัณฑ์รับจ้างดำเนินงานบริการผลิตบรรจุภัณฑ์,การผลิตกระดาษลอนลูกฟูกและกระดาษแข็งลอนลูกฟูกและ การผลิตกล่องจากกระดาษและกระดาษแข็ง,99/5 หมู่ที่ 1 ตำบลบางคูวัด อำเภอเมืองปทุมธานี จ.ปทุมธานี 12000,ยังดำเนินกิจการอยู่,,,40000000,,,False,,,,https://www.dataforthai.com/company/0105530018873/,,,,,,,,,21 เมษายน 2530,
'0705555001138,บริษัท วี.เค.เค.บรรจุภัณฑ์ จำกัด,V.K.K.PACKAGING COMPANY LIMITED,ผลิต จำหน่ายกล่องกระดาษลูกฟูก,การผลิตกระดาษลอนลูกฟูกและกระดาษแข็งลอนลูกฟูกและ การผลิตกล่องจากกระดาษและกระดาษแข็ง,9 หมู่ที่ 2 ตำบลดอนไผ่ อำเภอดำเนินสะดวก จ.ราชบุรี 70130,ยังดำเนินกิจการอยู่,,,30000000,,,False,,,,https://www.dataforthai.com/company/0705555001138/,,,,,,,,,7 กันยายน 2555,
'0105554140156,บริษัท ศรีไทย อะโกร จำกัด,"SRITHAI AGRO CO.,LTD.",ผลิต จำหน่าย บรรจุภัณฑ์ น้ำเชื่อม ซอสและผลิตภัณฑ์ทางการเกษตร,การผลิตกระดาษลอนลูกฟูกและกระดาษแข็งลอนลูกฟูกและ การผลิตกล่องจากกระดาษและกระดาษแข็ง,171 ซอยอ่อนนุช 46 ถนนสุขุมวิท 77 แขวงอ่อนนุช เขตสวนหลวง กรุงเทพมหานคร 10250,ยังดำเนินกิจการอยู่,,,199087000,,,False,,,,https://www.dataforthai.com/company/0105554140156/,,,,,,,,,20 ตุลาคม 2554,
'0105536089918,บริษัท ศรีไทยบรรจุภัณฑ์ จำกัด,SRITHAI PACKAGING COMPANY LIMITED,ผลิตกล่องบรรจุสินค้า,การผลิตกระดาษลอนลูกฟูกและกระดาษแข็งลอนลูกฟูกและ การผลิตกล่องจากกระดาษและกระดาษแข็ง,30/27 หมู่ที่ 2 ตำบลโคกขาม อำเภอเมืองสมุทรสาคร จ.สมุทรสาคร 74000,ยังดำเนินกิจการอยู่,,,60000000,,,False,,,,https://www.dataforthai.com/company/0105536089918/,,,,,,,,,6 สิงหาคม 2536,
'0105537127465,บริษัท ศานติ กรีน แพค จำกัด,,จำหน่ายวัสดุหีบห่อและบรรจุภัณฑ์,การผลิตกระดาษลอนลูกฟูกและกระดาษแข็งลอนลูกฟูกและ การผลิตกล่องจากกระดาษและกระดาษแข็ง,193 ถนนราษฎร์อุทิศ แขวงแสนแสบ เขตมีนบุรี กรุงเทพมหานคร 10510,ยังดำเนินกิจการอยู่,,,65000000,,,False,,,,https://www.dataforthai.com/company/0105537127465/,,,,,,,,,25 ตุลาคม 2537,
'0105517005925,บริษัท ศานติบรรจุภัณฑ์ จำกัด,"SARNTI PACKING CO., LTD.",อุตสาหกรรมผลิตกล่องกระดาษลูกฟูก,การผลิตกระดาษลอนลูกฟูกและกระดาษแข็งลอนลูกฟูกและ การผลิตกล่องจากกระดาษและกระดาษแข็ง,240 ถนนร่มเกล้า แขวงมีนบุรี เขตมีนบุรี กรุงเทพมหานคร 10510,ยังดำเนินกิจการอยู่,,,200000000,,,False,,,,https://www.dataforthai.com/company/0105517005925/,,,,,,,,,2 พฤษภาคม 2517,
'0105521019871,บริษัท ส.ศิลป (2521) จำกัด,S. SILPA (2521) COMPANY LIMITED,รับจ้างพิมพ์กล่องกระดาษ,การผลิตกระดาษลอนลูกฟูกและกระดาษแข็งลอนลูกฟูกและ การผลิตกล่องจากกระดาษและกระดาษแข็ง,95 หมู่ที่ 8 ตำบลละหาร อำเภอบางบัวทอง จ.นนทบุรี 11110,ยังดำเนินกิจการอยู่,,,50000000,,,False,,,,https://www.dataforthai.com/company/0105521019871/,,,,,,,,,26 ตุลาคม 2521,
'0107545000039,บริษัท สตาร์ปริ๊นท์ จำกัด (มหาชน),STARPRINT PUBLIC COMPANY LIMITED,ผลิตบรรจุภัณฑ์และรับจ้างพิมพ์,การผลิตกระดาษลอนลูกฟูกและกระดาษแข็งลอนลูกฟูกและ การผลิตกล่องจากกระดาษและกระดาษแข็ง,189/46 หมู่ที่ 4 ตำบลบางเพรียง อำเภอบางบ่อ จ.สมุทรปราการ 10560,ยังดำเนินกิจการอยู่,,,600000000,,,False,,,,https://www.dataforthai.com/company/0107545000039/,,,,,,,,,14 กุมภาพันธ์ 2545,
'0105565071517,บริษัท สตาร์ยูเนี่ยน แพคเกจจิ้ง จำกัด,"STAR UNION PACKAGING CO., LTD.",ผลิตสิ่งพิมพ์กล่องกระดาษต่างๆและบรรจุภัณฑ์ชนิดอ่อนต่างๆ,การผลิตกระดาษลอนลูกฟูกและกระดาษแข็งลอนลูกฟูกและ การผลิตกล่องจากกระดาษและกระดาษแข็ง,255 ถนนแสมดำ แขวงแสมดำ เขตบางขุนเทียน กรุงเทพมหานคร 10150,ยังดำเนินกิจการอยู่,,,250000000,,,False,,,,https://www.dataforthai.com/company/0105565071517/,,,,,,,,,28 เมษายน 2565,
'0135540000829,บริษัท สมาย คอนเทนเนอร์ อุตสาหกรรม จำกัด,SMILE CONTENER INDUSTRY COMPANY LIMITED,ผลิตและจำหน่ายกล่องกระดาษลูกฟูก รวมทั้งผลิตภัณฑ์จากกระดาษอื่น,การผลิตกระดาษลอนลูกฟูกและกระดาษแข็งลอนลูกฟูกและ การผลิตกล่องจากกระดาษและกระดาษแข็ง,1/76 หมู่ที่ 3 ซอยเวิลด์คลับ ถนนเลียบคลองสอง ตำบลคลองสอง อำเภอคลองหลวง จ.ปทุมธานี 12120,ยังดำเนินกิจการอยู่,,,120000000,,,False,,,,https://www.dataforthai.com/company/0135540000829/,,,,,,,,,18 กุมภาพันธ์ 2540,
'0135546005717,บริษัท สมายล์ เคียวชิน โปรพริ้นต์ จำกัด,F4 PROPRINT COMPANY LIMITED,ผลิต รับผลิต และจำหน่ายกล่องกระดาษลูกฟูก รวมทั้งผลิตภัณฑ์จากกระดาษอื่น,การผลิตกระดาษลอนลูกฟูกและกระดาษแข็งลอนลูกฟูกและ การผลิตกล่องจากกระดาษและกระดาษแข็ง,1/79 ซอยเวิลด์คลับ หมู่ที่ 3 ถนนเลียบคลองสอง ตำบลคลองสอง อำเภอคลองหลวง จ.ปทุมธานี 12120,ยังดำเนินกิจการอยู่,,,245000000,,,False,,,,https://www.dataforthai.com/company/0135546005717/,,,,,,,,,18 สิงหาคม 2546,
'0105556020301,บริษัท สยามคราฟท์อุตสาหกรรม จำกัด,SIAM KRAFT INDUSTRY COMPANY LIMITED,กระดาษคราฟท์,การผลิตกระดาษและกระดาษแข็ง,1 ถนนปูนซิเมนต์ไทย แขวงบางซื่อ เขตบางซื่อ กรุงเทพมหานคร 10800,ยังดำเนินกิจการอยู่,,,3450000000,,,False,,,,https://www.dataforthai.com/company/0105556020301/,,,,,,,,,1 กุมภาพันธ์ 2556,
'0105533039871,บริษัท สยามทบพันแพคเกจจิ้ง จำกัด,"SIAM TOPPAN PACKAGING CO., LTD.",ผลิตกล่องกระดาษ,การผลิตกระดาษลอนลูกฟูกและกระดาษแข็งลอนลูกฟูกและ การผลิตกล่องจากกระดาษและกระดาษแข็ง,543 หมู่ที่ 4 ตำบลแพรกษา อำเภอเมืองสมุทรปราการ จ.สมุทรปราการ 10280,ยังดำเนินกิจการอยู่,,,500000000,,,False,,,,https://www.dataforthai.com/company/0105533039871/,,,,,,,,,5 เมษายน 2533,
'0105533064655,บริษัท สยามเปเปอร์แมนูแฟคเจอริ่ง จำกัด,SIAM PAPER MANUFACTURING COMPANY LIMITED,กล่องกระดาษ กล่องบรรจุภัณฑ์และกระดาษลูกฟูก,การผลิตกระดาษลอนลูกฟูกและกระดาษแข็งลอนลูกฟูกและ การผลิตกล่องจากกระดาษและกระดาษแข็ง,16/7 ซอยกระทุ่มล้ม 32 ถนนพุทธมณฑลสาย 4 แขวงหนองค้างพลู เขตหนองแขม กรุงเทพมหานคร 10160,ยังดำเนินกิจการอยู่,,,60000000,,,False,,,,https://www.dataforthai.com/company/0105533064655/,,,,,,,,,7 มิถุนายน 2533,
'0105531042638,บริษัท สหกิจบรรจุภัณฑ์ จำกัด,SAHAKID PACKER COMPANY LIMITED,การผลิตกระดาษลอนลูกฟูก การผลิตกล่องจากกระดาษ จากกระดาษแข็งการขายส่งกระดาษ,การผลิตกระดาษลอนลูกฟูกและกระดาษแข็งลอนลูกฟูกและ การผลิตกล่องจากกระดาษและกระดาษแข็ง,30/32 หมู่ที่ 1 ซอยS 1/2 ตำบลโคกขาม อำเภอเมืองสมุทรสาคร จ.สมุทรสาคร 74000,ยังดำเนินกิจการอยู่,,,600000000,,,False,,,,https://www.dataforthai.com/company/0105531042638/,,,,,,,,,10 มิถุนายน 2531,
'0735556006729,บริษัท สามพรานภรณ์เปเปอร์ จำกัด,SAMPRAN PORN PAPER COMPANY LIMITED,บริษัทฯ ประกอบกิจการโรงงานผลิตกระดาษกล่องแป้ง กล่องแป้งหลังขาวจำหน่ายภายในประเทศ,การผลิตกระดาษลอนลูกฟูกและกระดาษแข็งลอนลูกฟูกและ การผลิตกล่องจากกระดาษและกระดาษแข็ง,59/3 หมู่ที่ 2 ถนนพุทธมณฑลสาย 7 ตำบลท่าตลาด อำเภอสามพราน จ.นครปฐม 73110,ยังดำเนินกิจการอยู่,,,200000000,,,False,,,,https://www.dataforthai.com/company/0735556006729/,,,,,,,,,26 ธันวาคม 2556 แปรสภาพจาก ห้างหุ้นส่วนจำกัด สามพรานภรณ์เปเปอร์,
'0105561005293,บริษัท สุพรีม เปเปอร์ จำกัด,SUPREME PAPER COMPANY LIMITED,ผลิตกระดาษพิมพ์เขียว,การผลิตกระดาษลอนลูกฟูกและกระดาษแข็งลอนลูกฟูกและ การผลิตกล่องจากกระดาษและกระดาษแข็ง,1 ถนนเจริญราษฎร์ แขวงทุ่งวัดดอน เขตสาทร กรุงเทพมหานคร 10120,ยังดำเนินกิจการอยู่,,,330000000,,,False,,,,https://www.dataforthai.com/company/0105561005293/,,,,,,,,,11 มกราคม 2561,
'0105531001711,บริษัท หงส์ไทยบรรจุภัณฑ์ จำกัด,HONG THAI PACKAGING COMPANY LIMITED,ผลิต และ จำหน่ายกล่องกระดาษบรรจุของ,การผลิตกระดาษลอนลูกฟูกและกระดาษแข็งลอนลูกฟูกและ การผลิตกล่องจากกระดาษและกระดาษแข็ง,111/4 หมู่ที่ 7 ถนนบางนา-ตราด ตำบลบางพลีใหญ่ อำเภอบางพลี จ.สมุทรปราการ 10540,ยังดำเนินกิจการอยู่,,,100000000,,,False,,,,https://www.dataforthai.com/company/0105531001711/,,,,,,,,,8 มกราคม 2531,
'0245546000111,บริษัท ออโต้ บ๊อกซ์ จำกัด,"AUTO BOXES CO.,LTD.",การผลิตกล่องกระดาษลอนลูกฟูกและกระดาษแข็งลอนลูกฟูกและการผลิตกล่องจากกระดาษและกระดาษแข็ง,การผลิตกระดาษลอนลูกฟูกและกระดาษแข็งลอนลูกฟูกและ การผลิตกล่องจากกระดาษและกระดาษแข็ง,163/3 หมู่ที่ 14 ตำบลบางปะกง อำเภอบางปะกง จ.ฉะเชิงเทรา 24130,ยังดำเนินกิจการอยู่,,,50000000,,,False,,,,https://www.dataforthai.com/company/0245546000111/,,,,,,,,,12 กุมภาพันธ์ 2546,
